Label;Area;X;Y;Perim.;BX;BY;Width;Height;Circ.;AR;Round;Solidity;Year
DH 216 A_2.jpg:0002-2242;472884.00;8667835.00;1568100.00;89329.00;8658042.00;1553147.00;19580.00;30070.00;0.75;1713.00;0.58;0.95;2009.00
DH 216 A_2.jpg:0004-2245;402954.00;8689303.00;1569485.00;81827.00;8680420.00;1555944.00;17483.00;27972.00;0.76;1728.00;0.58;0.95;2009.00
DH 216 A_2.jpg:0005-2245;191207.00;8706625.00;1569927.00;62077.00;8701399.00;1557343.00;10490.00;25874.00;0.62;2887.00;0.35;0.92;2009.00
DH 216 A_2.jpg:0006-2246;29341.00;8716608.00;1570501.00;35884.00;8715385.00;1562238.00;2797.00;16783.00;0.29;7210.00;0.14;0.83;2009.00
DH 216 A_2.jpg:0008-2288;568732.00;8646819.00;1600988.00;92846.00;8634266.00;1587413.00;25175.00;25874.00;0.83;1133.00;0.88;0.96;2009.00
DH 216 A_2.jpg:0010-2289;335958.00;8670868.00;1601579.00;71118.00;8662937.00;1588811.00;15385.00;24476.00;0.84;1598.00;0.63;0.97;2009.00
DH 216 A_2.jpg:0011-2291;199521.00;8704148.00;1603006.00;60988.00;8699301.00;1590909.00;11189.00;22378.00;0.67;2338.00;0.43;0.94;2009.00
DH 216 A_2.jpg:0012-2291;249401.00;8689009.00;1603018.00;64944.00;8682517.00;1591608.00;13287.00;21678.00;0.74;1757.00;0.57;0.95;2009.00
DH 216 A_2.jpg:0013-2295;33742.00;8714822.00;1605721.00;37042.00;8713287.00;1596503.00;3497.00;16783.00;0.31;6346.00;0.16;0.77;2009.00
DH 216 A_2.jpg:0001-2099;558952.00;8636418.00;1467965.00;89978.00;8624476.00;1453846.00;23077.00;28671.00;0.87;1220.00;0.82;0.96;2009.00
DH 216 A_2.jpg:0002-2100;393173.00;8660661.00;1468805.00;80838.00;8651748.00;1454545.00;17483.00;27972.00;0.76;1536.00;0.65;0.94;2009.00
DH 216 A_2.jpg:0003-2101;265539.00;8679138.00;1470138.00;67671.00;8672727.00;1457343.00;13287.00;24476.00;0.73;1940.00;0.52;0.95;2009.00
DH 216 A_2.jpg:0004-2103;222994.00;8694809.00;1470603.00;65114.00;8689510.00;1458042.00;10490.00;25175.00;0.66;2531.00;0.40;0.93;2009.00
DH 216 A_2.jpg:0005-2104;43034.00;8705896.00;1469096.00;42397.00;8703497.00;1462238.00;4196.00;18182.00;0.30;5023.00;0.20;0.72;2009.00
DH 216 A_2.jpg:0006-2138;367744.00;8635323.00;1495452.00;75243.00;8623776.00;1486014.00;23776.00;18182.00;0.82;1328.00;0.75;0.95;2009.00
DH 216 A_2.jpg:0007-2138;294391.00;8659707.00;1495925.00;67092.00;8650350.00;1486014.00;18881.00;18881.00;0.82;1246.00;0.80;0.94;2009.00
DH 216 A_2.jpg:0008-2141;218104.00;8680973.00;1497929.00;56383.00;8672727.00;1490210.00;16783.00;14685.00;0.86;1256.00;0.80;0.97;2009.00
DH 216 A_2.jpg:0009-2145;132525.00;8699250.00;1499697.00;44784.00;8694406.00;1492308.00;9790.00;15385.00;0.83;1544.00;0.65;0.95;2009.00
DH 216 A_2.jpg:0010-2144;34721.00;8709618.00;1499178.00;27662.00;8707692.00;1493706.00;4196.00;11888.00;0.57;3430.00;0.29;0.84;2009.00
DH 216 A_2.jpg:0011-2172;434740.00;8637173.00;1518769.00;80018.00;8624476.00;1509091.00;25874.00;19580.00;0.85;1407.00;0.71;0.96;2009.00
DH 216 A_2.jpg:0012-2172;252824.00;8662118.00;1519278.00;61497.00;8653846.00;1510490.00;16783.00;17483.00;0.84;1164.00;0.86;0.95;2009.00
DH 216 A_2.jpg:0013-2175;230818.00;8682686.00;1521025.00;57372.00;8674126.00;1513287.00;16783.00;15385.00;0.88;1184.00;0.85;0.96;2009.00
DH 216 A_2.jpg:0014-2175;118832.00;8700367.00;1521182.00;44135.00;8695105.00;1513986.00;10490.00;13986.00;0.77;1333.00;0.75;0.92;2009.00
DH 216 A_2.jpg:0015-2176;49391.00;8712743.00;1522243.00;30219.00;8709790.00;1516084.00;6294.00;11888.00;0.68;2431.00;0.41;0.87;2009.00
DH 216 A_2.jpg:0016-2202;295369.00;8640755.00;1539978.00;75823.00;8628671.00;1532168.00;24476.00;15385.00;0.65;1820.00;0.55;0.88;2009.00
DH 216 A_2.jpg:0017-2203;183383.00;8665381.00;1540965.00;52526.00;8656643.00;1534266.00;17483.00;13287.00;0.84;1596.00;0.63;0.94;2009.00
DH 216 A_2.jpg:0018-2205;38633.00;8714982.00;1541768.00;27422.00;8712587.00;1536364.00;4895.00;11189.00;0.65;2660.00;0.38;0.85;2009.00
DH 216 A_2.jpg:0019-2206;135948.00;8685176.00;1542791.00;47921.00;8677622.00;1537063.00;16084.00;11189.00;0.74;1734.00;0.58;0.91;2009.00
DH 216 A_2.jpg:0020-2206;120299.00;8702442.00;1542527.00;42157.00;8695804.00;1537063.00;12587.00;11888.00;0.85;1234.00;0.81;0.94;2009.00
DH 216 A_2.jpg:0001-1879;470439.00;8632352.00;1313780.00;84893.00;8618881.00;1302098.00;25874.00;23776.00;0.82;1228.00;0.82;0.95;2009.00
DH 216 A_2.jpg:0002-1877;228373.00;8654115.00;1312648.00;59519.00;8646853.00;1303497.00;14685.00;18881.00;0.81;1335.00;0.75;0.94;2009.00
DH 216 A_2.jpg:0004-1879;152575.00;8686453.00;1314120.00;47511.00;8680420.00;1306294.00;12587.00;15385.00;0.85;1272.00;0.79;0.94;2009.00
DH 216 A_2.jpg:0005-1879;132525.00;8670086.00;1313469.00;44135.00;8664336.00;1306993.00;11189.00;14685.00;0.86;1274.00;0.79;0.94;2009.00
DH 216 A_2.jpg:0006-1878;36188.00;8699102.00;1313391.00;25444.00;8696503.00;1308392.00;4895.00;10490.00;0.70;2254.00;0.44;0.88;2009.00
DH 216 A_2.jpg:0007-1911;342804.00;8621995.00;1337164.00;73774.00;8611888.00;1325874.00;21678.00;20979.00;0.79;1115.00;0.90;0.93;2009.00
DH 216 A_2.jpg:0008-1911;239131.00;8680139.00;1336984.00;59689.00;8673427.00;1325874.00;13986.00;20979.00;0.84;1509.00;0.66;0.95;2009.00
DH 216 A_2.jpg:0009-1911;228373.00;8662529.00;1336617.00;58870.00;8655245.00;1326573.00;13986.00;19580.00;0.83;1402.00;0.71;0.95;2009.00
DH 216 A_2.jpg:0010-1911;101227.00;8694566.00;1336176.00;45533.00;8690909.00;1327273.00;6993.00;18881.00;0.61;2670.00;0.38;0.91;2009.00
DH 216 A_2.jpg:0011-1913;251846.00;8644368.00;1338530.00;61667.00;8636364.00;1327972.00;16084.00;20280.00;0.83;1214.00;0.82;0.94;2009.00
DH 216 A_2.jpg:0012-1947;344271.00;8653537.00;1362234.00;73774.00;8642657.00;1351748.00;20979.00;20280.00;0.80;1101.00;0.91;0.93;2009.00
DH 216 A_2.jpg:0013-1947;352584.00;8628405.00;1361440.00;73096.00;8617483.00;1352448.00;21678.00;18881.00;0.83;1227.00;0.82;0.95;2009.00
DH 216 A_2.jpg:0014-1949;253802.00;8676219.00;1363169.00;64224.00;8668531.00;1352448.00;15385.00;21678.00;0.77;1488.00;0.67;0.94;2009.00
DH 216 A_2.jpg:0015-1949;146706.00;8692028.00;1362191.00;49559.00;8687413.00;1353147.00;9091.00;19580.00;0.75;2161.00;0.46;0.94;2009.00
DH 216 A_2.jpg:0016-1951;40100.00;8702772.00;1364182.00;35884.00;8701399.00;1355944.00;2797.00;16783.00;0.39;5523.00;0.18;0.93;2009.00
DH 216 A_2.jpg:0017-1979;381926.00;8627461.00;1385055.00;77801.00;8616084.00;1374825.00;24476.00;18881.00;0.79;1411.00;0.71;0.95;2009.00
DH 216 A_2.jpg:0018-1981;220060.00;8652213.00;1385341.00;58700.00;8644056.00;1377622.00;16783.00;15385.00;0.80;1108.00;0.90;0.94;2009.00
DH 216 A_2.jpg:0019-1980;169690.00;8671481.00;1384566.00;49729.00;8663636.00;1377622.00;15385.00;13986.00;0.86;1162.00;0.86;0.93;2009.00
DH 216 A_2.jpg:0020-1981;96826.00;8688221.00;1385414.00;37142.00;8682517.00;1379021.00;10490.00;12587.00;0.88;1145.00;0.87;0.92;2009.00
DH 216 A_2.jpg:0021-1981;41078.00;8699575.00;1385265.00;26843.00;8697203.00;1379720.00;4895.00;11189.00;0.72;2565.00;0.39;0.90;2009.00
DH 216 A_2.jpg:0002-2246;792332.00;8675431.00;1559680.00;109878.00;8660364.00;1543741.00;30555.00;31944.00;0.83;1300.00;0.77;0.96;2010.00
DH 216 A_2.jpg:0003-2246;350112.00;8792402.00;1559394.00;82577.00;8783975.00;1544435.00;15972.00;30555.00;0.65;2311.00;0.43;0.94;2010.00
DH 216 A_2.jpg:0004-2247;503466.00;8703483.00;1559733.00;89115.00;8691614.00;1545824.00;22222.00;29166.00;0.80;1579.00;0.63;0.96;2010.00
DH 216 A_2.jpg:0006-2249;567123.00;8728453.00;1562026.00;96803.00;8716614.00;1546518.00;24305.00;30555.00;0.76;1494.00;0.67;0.95;2010.00
DH 216 A_2.jpg:0007-2248;464404.00;8752216.00;1561128.00;90504.00;8741614.00;1546518.00;20139.00;29861.00;0.71;1689.00;0.59;0.93;2010.00
DH 216 A_2.jpg:0010-2250;387727.00;8773493.00;1562724.00;78986.00;8764530.00;1549296.00;18750.00;27083.00;0.78;1689.00;0.59;0.95;2010.00
DH 216 A_2.jpg:0011-2250;127313.00;8807909.00;1562554.00;56328.00;8804114.00;1549991.00;7639.00;25000.00;0.50;3673.00;0.27;0.90;2010.00
DH 216 A_2.jpg:0012-2247;38580.00;8816475.00;1559947.00;39969.00;8814530.00;1551380.00;4167.00;18055.00;0.30;7402.00;0.14;0.79;2010.00
DH 216 A_2.jpg:0001-2025;305745.00;8705457.00;1406761.00;70484.00;8696475.00;1395130.00;18055.00;22917.00;0.77;1288.00;0.78;0.93;2010.00
DH 216 A_2.jpg:0002-2024;229067.00;8772382.00;1405539.00;58461.00;8765225.00;1395825.00;14583.00;20139.00;0.84;1468.00;0.68;0.94;2010.00
DH 216 A_2.jpg:0003-2026;317319.00;8728047.00;1406678.00;69502.00;8718003.00;1396519.00;20833.00;20833.00;0.83;1324.00;0.76;0.94;2010.00
DH 216 A_2.jpg:0004-2025;260896.00;8750615.00;1406190.00;62627.00;8742308.00;1396519.00;15972.00;20139.00;0.84;1330.00;0.75;0.95;2010.00
DH 216 A_2.jpg:0006-2026;260896.00;8682795.00;1406581.00;62220.00;8673559.00;1397908.00;18750.00;18055.00;0.85;1106.00;0.91;0.94;2010.00
DH 216 A_2.jpg:0007-2027;283079.00;8660836.00;1407624.00;68183.00;8651337.00;1398603.00;19444.00;18055.00;0.77;1181.00;0.85;0.92;2010.00
DH 216 A_2.jpg:0008-2026;139369.00;8790320.00;1406644.00;45217.00;8785364.00;1398603.00;10417.00;16667.00;0.86;1587.00;0.63;0.95;2010.00
DH 216 A_2.jpg:0009-2023;50154.00;8802571.00;1404439.00;31229.00;8799947.00;1398603.00;4861.00;13194.00;0.65;2627.00;0.38;0.93;2010.00
DH 216 A_2.jpg:0015-2058;177467.00;8798247.00;1429237.00;55584.00;8793003.00;1418741.00;9722.00;21528.00;0.72;2309.00;0.43;0.96;2010.00
DH 216 A_2.jpg:0017-2062;520827.00;8692076.00;1432082.00;92636.00;8678420.00;1419436.00;27083.00;25000.00;0.76;1263.00;0.79;0.92;2010.00
DH 216 A_2.jpg:0018-2061;371813.00;8718209.00;1431807.00;76208.00;8708281.00;1420130.00;20139.00;22917.00;0.81;1280.00;0.78;0.95;2010.00
DH 216 A_2.jpg:0019-2064;393514.00;8740634.00;1433666.00;78410.00;8730503.00;1420130.00;20139.00;26389.00;0.80;1488.00;0.67;0.94;2010.00
DH 216 A_2.jpg:0020-2061;311049.00;8781436.00;1431942.00;69909.00;8772864.00;1420130.00;17361.00;22917.00;0.80;1411.00;0.71;0.94;2010.00
DH 216 A_2.jpg:0021-2062;421002.00;8664990.00;1432329.00;83797.00;8654114.00;1420825.00;22222.00;22917.00;0.75;1119.00;0.89;0.92;2010.00
DH 216 A_2.jpg:0023-2062;311049.00;8761356.00;1432190.00;69740.00;8752031.00;1420825.00;18055.00;22917.00;0.80;1423.00;0.70;0.94;2010.00
DH 216 A_2.jpg:0003-1771;439327.00;8666609.00;1228836.00;85930.00;8658281.00;1213882.00;16667.00;32639.00;0.75;1911.00;0.52;0.95;2010.00
DH 216 A_2.jpg:0004-1772;537706.00;8646408.00;1231248.00;92776.00;8636059.00;1215270.00;20833.00;31250.00;0.79;1641.00;0.61;0.95;2010.00
DH 216 A_2.jpg:0006-1775;411839.00;8686976.00;1232070.00;87964.00;8679114.00;1215965.00;15278.00;34028.00;0.67;2177.00;0.46;0.95;2010.00
DH 216 A_2.jpg:0008-1779;523721.00;8707450.00;1233387.00;101039.00;8698559.00;1216659.00;18750.00;37500.00;0.65;1860.00;0.54;0.91;2010.00
DH 216 A_2.jpg:0009-1776;494303.00;8730103.00;1233452.00;91724.00;8720781.00;1217354.00;19444.00;32639.00;0.74;1833.00;0.55;0.94;2010.00
DH 216 A_2.jpg:0010-1777;391103.00;8750719.00;1234001.00;84443.00;8743697.00;1218048.00;14583.00;31944.00;0.69;2267.00;0.44;0.95;2010.00
DH 216 A_2.jpg:0012-1779;478872.00;8771199.00;1236028.00;92944.00;8763142.00;1218743.00;18055.00;33333.00;0.70;1994.00;0.50;0.95;2010.00
DH 216 A_2.jpg:0014-1775;54012.00;8798583.00;1231131.00;53213.00;8796475.00;1220826.00;4861.00;24305.00;0.24;7367.00;0.14;0.76;2010.00
DH 216 A_2.jpg:0015-1781;224245.00;8789101.00;1237846.00;72925.00;8783975.00;1221520.00;11111.00;30555.00;0.53;3451.00;0.29;0.92;2010.00
DH 216 A_2.jpg:0003-1639;398818.00;8657931.00;1138159.00;79393.00;8646476.00;1128465.00;24305.00;20139.00;0.80;1266.00;0.79;0.95;2010.00
DH 216 A_2.jpg:0005-1639;288384.00;8632881.00;1138228.00;64423.00;8623559.00;1129160.00;18750.00;18750.00;0.87;1159.00;0.86;0.96;2010.00
DH 216 A_2.jpg:0006-1638;135994.00;8775425.00;1137395.00;46030.00;8770780.00;1129160.00;9722.00;16667.00;0.81;1772.00;0.56;0.95;2010.00
DH 216 A_2.jpg:0007-1637;55458.00;8786285.00;1136922.00;35158.00;8783280.00;1129160.00;5556.00;15278.00;0.56;3353.00;0.30;0.87;2010.00
DH 216 A_2.jpg:0008-1641;266200.00;8683759.00;1139839.00;63778.00;8674948.00;1129854.00;18750.00;19444.00;0.82;1381.00;0.72;0.94;2010.00
DH 216 A_2.jpg:0009-1641;247875.00;8725103.00;1139525.00;60832.00;8716614.00;1129854.00;15972.00;19444.00;0.84;1212.00;0.83;0.94;2010.00
DH 216 A_2.jpg:0013-1641;242088.00;8705745.00;1140181.00;64185.00;8697170.00;1130549.00;17361.00;18055.00;0.74;1148.00;0.87;0.93;2010.00
DH 216 A_2.jpg:0014-1641;205437.00;8742460.00;1139244.00;57072.00;8735364.00;1131243.00;14583.00;16667.00;0.79;1175.00;0.85;0.93;2010.00
DH 216 A_2.jpg:0015-1641;187112.00;8759639.00;1139607.00;53143.00;8753419.00;1131243.00;13194.00;17361.00;0.83;1372.00;0.73;0.94;2010.00
DH 216 A_2.jpg:0019-1681;645729.00;8644907.00;1167496.00;101545.00;8632587.00;1151382.00;26389.00;31944.00;0.79;1249.00;0.80;0.94;2010.00
DH 216 A_2.jpg:0020-1677;518898.00;8672846.00;1164636.00;88708.00;8660364.00;1152076.00;25000.00;25694.00;0.83;1060.00;0.94;0.96;2010.00
DH 216 A_2.jpg:0021-1675;119115.00;8780796.00;1162809.00;53550.00;8776336.00;1152771.00;8333.00;21528.00;0.52;3124.00;0.32;0.87;2010.00
DH 216 A_2.jpg:0022-1679;446079.00;8702603.00;1165546.00;85593.00;8690920.00;1153465.00;23611.00;25000.00;0.77;1345.00;0.74;0.93;2010.00
DH 216 A_2.jpg:0023-1677;259449.00;8766594.00;1164383.00;64830.00;8758975.00;1153465.00;15278.00;22222.00;0.78;1632.00;0.61;0.93;2010.00
DH 216 A_2.jpg:0024-1678;345771.00;8746984.00;1165128.00;73331.00;8737447.00;1154160.00;18750.00;22222.00;0.81;1367.00;0.73;0.95;2010.00
DH 216 A_2.jpg:0025-1679;292724.00;8725857.00;1166697.00;68996.00;8718003.00;1154854.00;16667.00;22222.00;0.77;1551.00;0.65;0.95;2010.00
DH 216 A_2.jpg:0001-1426;403159.00;8630567.00;991156.00;85117.00;8620781.00;977077.00;20139.00;27083.00;0.70;1515.00;0.66;0.94;2010.00
DH 216 A_2.jpg:0002-1425;393996.00;8609803.00;989846.00;85523.00;8599254.00;977772.00;21528.00;24305.00;0.68;1432.00;0.70;0.91;2010.00
DH 216 A_2.jpg:0004-1430;552173.00;8656421.00;993309.00;93520.00;8643698.00;980550.00;25694.00;25000.00;0.79;1224.00;0.82;0.96;2010.00
DH 216 A_2.jpg:0005-1434;344807.00;8682530.00;995977.00;72588.00;8674253.00;984022.00;16667.00;23611.00;0.82;1482.00;0.68;0.96;2010.00
DH 216 A_2.jpg:0007-1435;232925.00;8701909.00;997438.00;60088.00;8695781.00;986105.00;13194.00;21528.00;0.81;1811.00;0.55;0.96;2010.00
DH 216 A_2.jpg:0008-1435;322141.00;8721278.00;996974.00;69978.00;8712447.00;986105.00;18055.00;21528.00;0.83;1295.00;0.77;0.95;2010.00
DH 216 A_2.jpg:0009-1435;102719.00;8756897.00;996735.00;41864.00;8752725.00;988188.00;8333.00;16667.00;0.74;2334.00;0.43;0.92;2010.00
DH 216 A_2.jpg:0010-1437;198686.00;8741975.00;998315.00;54532.00;8735364.00;988883.00;13194.00;18750.00;0.84;1555.00;0.64;0.94;2010.00
DH 216 A_2.jpg:0011-1472;528061.00;8615200.00;1022287.00;93926.00;8604809.00;1006244.00;20833.00;32639.00;0.75;1552.00;0.64;0.94;2010.00
DH 216 A_2.jpg:0012-1475;536741.00;8638871.00;1023517.00;91218.00;8629115.00;1009022.00;19444.00;30555.00;0.81;1545.00;0.65;0.97;2010.00
DH 216 A_2.jpg:0014-1479;434987.00;8662082.00;1027225.00;84611.00;8653420.00;1012494.00;17361.00;29166.00;0.76;1650.00;0.61;0.96;2010.00
DH 216 A_2.jpg:0015-1484;389174.00;8684186.00;1031168.00;77835.00;8675642.00;1016661.00;17361.00;28472.00;0.81;1676.00;0.60;0.96;2010.00
DH 216 A_2.jpg:0016-1488;267647.00;8703254.00;1033288.00;66794.00;8695781.00;1021522.00;15278.00;23611.00;0.75;1957.00;0.51;0.94;2010.00
DH 216 A_2.jpg:0017-1489;256556.00;8720821.00;1033546.00;63848.00;8713836.00;1022216.00;13194.00;23611.00;0.79;1913.00;0.52;0.96;2010.00
DH 216 A_2.jpg:0018-1492;275363.00;8739260.00;1036441.00;67944.00;8731892.00;1024299.00;15278.00;23611.00;0.75;1664.00;0.60;0.93;2010.00
DH 216 A_2.jpg:0019-1492;218458.00;8756331.00;1035854.00;64353.00;8749947.00;1024299.00;13194.00;23611.00;0.66;2214.00;0.45;0.92;2010.00
DH 216 A_2.jpg:0020-1493;36651.00;8767445.00;1036553.00;36785.00;8765919.00;1028466.00;3472.00;16667.00;0.34;6042.00;0.17;0.83;2010.00
DH 216 A_2.jpg:0002-0773;885406.00;8566792.00;537434.00;113708.00;8552032.00;519441.00;29166.00;35416.00;0.86;1206.00;0.83;0.96;2010.00
DH 216 A_2.jpg:0003-0775;992465.00;8601706.00;540064.00;124104.00;8585365.00;520136.00;34028.00;36805.00;0.81;1188.00;0.84;0.96;2010.00
DH 216 A_2.jpg:0004-0777;564712.00;8632821.00;540223.00;96803.00;8621476.00;522914.00;21528.00;34028.00;0.76;1723.00;0.58;0.94;2010.00
DH 216 A_2.jpg:0006-0777;482730.00;8654468.00;540085.00;87389.00;8645087.00;524302.00;18750.00;31250.00;0.79;1766.00;0.57;0.96;2010.00
DH 216 A_2.jpg:0007-0780;385316.00;8691027.00;540992.00;79869.00;8683281.00;526386.00;15278.00;30555.00;0.76;2000.00;0.50;0.96;2010.00
DH 216 A_2.jpg:0008-0779;266200.00;8672893.00;540924.00;70147.00;8666614.00;527080.00;12500.00;27778.00;0.68;2511.00;0.40;0.95;2010.00
DH 216 A_2.jpg:0009-0780;141781.00;8707166.00;542178.00;56735.00;8703420.00;529858.00;7639.00;24305.00;0.55;3341.00;0.30;0.90;2010.00
DH 216 A_2.jpg:0010-0780;69926.00;8717325.00;541129.00;49453.00;8715225.00;530552.00;4861.00;22222.00;0.36;6486.00;0.15;0.81;2010.00
DH 216 A_2.jpg:0011-0829;490445.00;8561140.00;576291.00;89998.00;8552032.00;559719.00;18750.00;31944.00;0.76;1797.00;0.56;0.95;2010.00
DH 216 A_2.jpg:0012-0830;421966.00;8580883.00;576591.00;86813.00;8572171.00;561108.00;17361.00;31250.00;0.70;2171.00;0.46;0.95;2010.00
DH 216 A_2.jpg:0013-0830;484176.00;8651080.00;576296.00;87964.00;8640920.00;561108.00;19444.00;30555.00;0.79;1695.00;0.59;0.95;2010.00
DH 216 A_2.jpg:0014-0831;505877.00;8627347.00;577231.00;88778.00;8616615.00;562497.00;21528.00;29166.00;0.81;1629.00;0.61;0.96;2010.00
DH 216 A_2.jpg:0015-0829;204473.00;8668902.00;576222.00;64493.00;8664531.00;562497.00;9028.00;27083.00;0.62;3084.00;0.32;0.94;2010.00
DH 216 A_2.jpg:0016-0832;538670.00;8602262.00;577776.00;95077.00;8590226.00;563191.00;23611.00;29166.00;0.75;1443.00;0.69;0.94;2010.00
DH 216 A_2.jpg:0017-0831;272952.00;8701985.00;576942.00;69740.00;8695086.00;563885.00;13194.00;26389.00;0.71;2210.00;0.45;0.94;2010.00
DH 216 A_2.jpg:0018-0832;255591.00;8684760.00;579032.00;70792.00;8679114.00;564580.00;12500.00;26389.00;0.64;2336.00;0.43;0.94;2010.00
DH 216 A_2.jpg:0019-0829;133582.00;8716202.00;575660.00;52161.00;8712447.00;564580.00;7639.00;22917.00;0.62;2831.00;0.35;0.94;2010.00
DH 216 A_2.jpg:0002-1854;545904.00;8811111.00;1287936.00;90742.00;8799947.00;1273603.00;22222.00;28472.00;0.83;1303.00;0.77;0.96;2011.00
DH 216 A_2.jpg:0003-1856;391585.00;8835483.00;1289468.00;79224.00;8827030.00;1275687.00;17361.00;26389.00;0.78;1557.00;0.64;0.95;2011.00
DH 216 A_2.jpg:0004-1856;227621.00;8875067.00;1289009.00;62220.00;8868697.00;1277076.00;12500.00;23611.00;0.74;2008.00;0.50;0.94;2011.00
DH 216 A_2.jpg:0005-1858;326481.00;8856579.00;1290781.00;71943.00;8848558.00;1277770.00;15972.00;25694.00;0.79;1697.00;0.59;0.94;2011.00
DH 216 A_2.jpg:0006-1855;68479.00;8888332.00;1288617.00;42340.00;8886058.00;1279159.00;4861.00;18750.00;0.48;4517.00;0.22;0.91;2011.00
DH 216 A_2.jpg:0007-1857;54494.00;8897823.00;1289351.00;44543.00;8895780.00;1279159.00;3472.00;20833.00;0.35;6842.00;0.15;0.88;2011.00
DH 216 A_2.jpg:0009-1904;468262.00;8814365.00;1321818.00;85762.00;8804808.00;1307631.00;18750.00;29861.00;0.80;1564.00;0.64;0.96;2011.00
DH 216 A_2.jpg:0011-1904;383869.00;8835081.00;1321950.00;78719.00;8827030.00;1309020.00;16667.00;26389.00;0.78;1585.00;0.63;0.95;2011.00
DH 216 A_2.jpg:0012-1905;300922.00;8855293.00;1323393.00;72518.00;8848558.00;1309714.00;13889.00;26389.00;0.72;1874.00;0.53;0.94;2011.00
DH 216 A_2.jpg:0013-1903;236301.00;8872543.00;1322039.00;65573.00;8866613.00;1309714.00;11805.00;24305.00;0.69;2036.00;0.49;0.94;2011.00
DH 216 A_2.jpg:0014-1902;79571.00;8900357.00;1321480.00;49047.00;8897863.00;1309714.00;5556.00;22222.00;0.42;4777.00;0.21;0.87;2011.00
DH 216 A_2.jpg:0016-1903;63657.00;8885758.00;1322209.00;47658.00;8883280.00;1311103.00;5556.00;21528.00;0.35;6263.00;0.16;0.78;2011.00
DH 216 A_2.jpg:0017-1904;44849.00;8894141.00;1322442.00;39563.00;8892308.00;1313187.00;4167.00;18055.00;0.36;6234.00;0.16;0.83;2011.00
DH 216 A_2.jpg:0001-1340;514558.00;8759067.00;930309.00;90434.00;8745781.00;918744.00;26389.00;24305.00;0.79;1212.00;0.83;0.95;2011.00
DH 216 A_2.jpg:0002-1340;370366.00;8785052.00;931123.00;76446.00;8774947.00;919439.00;21528.00;22917.00;0.80;1285.00;0.78;0.94;2011.00
DH 216 A_2.jpg:0003-1343;296100.00;8806686.00;932215.00;74482.00;8797169.00;920133.00;17361.00;25000.00;0.67;1749.00;0.57;0.91;2011.00
DH 216 A_2.jpg:0005-1346;80053.00;8835874.00;934909.00;43828.00;8831891.00;925689.00;7639.00;18750.00;0.52;3624.00;0.28;0.86;2011.00
DH 216 A_2.jpg:0006-1348;144192.00;8824223.00;936350.00;51348.00;8819391.00;926383.00;11111.00;19444.00;0.69;2333.00;0.43;0.93;2011.00
DH 216 A_2.jpg:0007-1348;40991.00;8845220.00;936510.00;39900.00;8842308.00;927772.00;6250.00;17361.00;0.32;6723.00;0.15;0.76;2011.00
DH 216 A_2.jpg:0001-0939;848273.00;8729428.00;652824.00;114283.00;8715225.00;634718.00;27778.00;35416.00;0.82;1286.00;0.78;0.96;2011.00
DH 216 A_2.jpg:0002-0941;378564.00;8754949.00;653906.00;81258.00;8747864.00;638191.00;14583.00;30555.00;0.72;2170.00;0.46;0.95;2011.00
DH 216 A_2.jpg:0003-0941;320212.00;8772975.00;652529.00;79125.00;8766614.00;638191.00;13194.00;30555.00;0.64;2399.00;0.42;0.93;2011.00
DH 216 A_2.jpg:0004-0939;235337.00;8789553.00;653100.00;70385.00;8784669.00;638191.00;10417.00;28472.00;0.60;2952.00;0.34;0.93;2011.00
DH 216 A_2.jpg:0005-0946;50154.00;8801249.00;658349.00;43729.00;8799253.00;647218.00;3472.00;20139.00;0.33;6203.00;0.16;0.86;2011.00
DH 216 A_2.jpg:0006-0944;48225.00;8809225.00;655690.00;38174.00;8807586.00;647218.00;3472.00;17361.00;0.42;5519.00;0.18;0.89;2011.00
DH 216 A_2.jpg:0001-0107;314425.00;8792682.00;74526.00;67706.00;8781892.00;64583.00;20833.00;20139.00;0.86;1378.00;0.73;0.94;2011.00
DH 216 A_2.jpg:0002-0111;410392.00;8765670.00;77580.00;83083.00;8752725.00;66666.00;27778.00;21528.00;0.75;1598.00;0.63;0.92;2011.00
DH 216 A_2.jpg:0003-0107;203991.00;8814748.00;74386.00;54939.00;8806197.00;67361.00;16667.00;14583.00;0.85;1226.00;0.82;0.94;2011.00
DH 216 A_2.jpg:0005-0108;137440.00;8834775.00;75447.00;45385.00;8828419.00;68750.00;13194.00;13194.00;0.84;1247.00;0.80;0.92;2011.00
DH 216 A_2.jpg:0006-0109;30382.00;8848189.00;75611.00;25099.00;8846474.00;70138.00;3472.00;11111.00;0.61;3202.00;0.31;0.92;2011.00
DH 216 A_2.jpg:0008-0142;252215.00;8789595.00;99233.00;60425.00;8780503.00;90277.00;18750.00;16667.00;0.87;1176.00;0.85;0.95;2011.00
DH 216 A_2.jpg:0009-0140;160588.00;8830956.00;97880.00;48233.00;8824947.00;90277.00;12500.00;14583.00;0.87;1145.00;0.87;0.96;2011.00
DH 216 A_2.jpg:0010-0142;242570.00;8765736.00;99177.00;61883.00;8756892.00;90972.00;18750.00;15972.00;0.80;1317.00;0.76;0.92;2011.00
